CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST101311,Male,0,No,Yes,55,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Bank transfer,81.22,4509.14,No
CUST101312,Female,0,No,No,22,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Two year,Yes,Credit card,73.18,1788.6,No
CUST101313,Male,0,No,No,6,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Mailed check,52.46,212.68,No
CUST101314,Male,0,No,No,54,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer,56.69,3136.97,No
CUST101315,Male,0,No,No,16,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Mailed check,82.47,1300.67,No
CUST101316,Female,0,Yes,No,53,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Electronic check,88.19,4591.12,No
CUST101317,Male,0,No,No,34,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card,73.57,2445.16,No
CUST101318,Male,0,No,No,70,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,59.88,4308.3,No
CUST101319,Female,0,No,Yes,26,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Mailed check,50.22,1328.86,No
CUST101320,Female,1,No,No,29,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,80.77,2332.27,No
CUST101321,Female,0,Yes,No,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,30.87,1541.11,No
CUST101322,Female,0,Yes,No,57,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card,59.26,3421.83,No
CUST101323,Male,0,No,No,10,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Mailed check,80.37,890.07,No
CUST101324,Male,0,No,No,54,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card,57.06,3105.39,No
CUST101325,Male,0,No,Yes,36,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,71.63,2487.32,No
CUST101326,Female,0,No,No,72,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Credit card,89.47,6483.97,No
CUST101327,Male,0,No,No,46,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer,73.51,3530.27,No
CUST101328,Female,0,No,No,56,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Credit card,83.07,4639.16,No
CUST101329,Male,1,Yes,No,25,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer,71.95,1881.61,No
CUST101330,Female,0,No,Yes,21,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,74.01,1536.44,Yes
CUST101331,Female,0,Yes,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,27.09,1529.81,No
CUST101332,Male,0,No,Yes,2,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,25.21,66.85,No
CUST101333,Female,0,Yes,No,42,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,No,Credit card,84.98,3540.3,No
CUST101334,Male,0,No,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer,27.3,1874.45,No
CUST101335,Male,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer,45.43,3272.47,No
CUST101336,Male,0,Yes,No,52,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,60.69,3233.16,No
CUST101337,Male,0,No,No,36,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.1,2998.26,Yes
CUST101338,Female,0,No,No,59,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,95.45,5628.69,No
CUST101339,Male,0,Yes,No,2,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,No,Bank transfer,87.14,190.05,No
CUST101340,Female,0,No,No,58,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer,78.83,4699.02,No
CUST101341,Male,0,Yes,Yes,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer,32.28,373.21,No
CUST101342,Female,0,Yes,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,29.06,1593.91,No
CUST101343,Female,0,Yes,No,26,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Mailed check,74.22,1997.09,No
CUST101344,Male,0,No,No,55,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,77.04,4224.09,Yes
CUST101345,Female,1,No,No,44,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,No,Electronic check,78.59,3556.31,No
CUST101346,Male,0,No,Yes,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,38.02,2622.49,No
CUST101347,Male,0,No,No,57,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer,100.01,5767.52,No
CUST101348,Male,0,No,Yes,66,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Bank transfer,51.03,3266.28,No
CUST101349,Male,0,No,No,11,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card,61.16,629.94,No
CUST101350,Male,0,No,Yes,28,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,66.06,1796.3,No
CUST101351,Female,0,Yes,No,32,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card,66.71,2192.64,No
CUST101352,Female,0,Yes,No,3,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer,56.63,242.05,No
CUST101353,Female,0,Yes,Yes,2,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,61.1,102.01,No
CUST101354,Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,31.19,73.62,No
CUST101355,Female,0,No,Yes,56,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card,74.82,4367.64,No
CUST101356,Female,0,Yes,No,33,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,85.24,2829.02,No
CUST101357,Female,0,No,No,55,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Bank transfer,86.47,4792.58,No
CUST101358,Female,0,No,No,61,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,77.26,4694.19,No
CUST101359,Female,0,Yes,No,3,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,89.75,375.9,No
CUST101360,Female,0,Yes,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.72,1565.77,No
CUST101361,Female,0,Yes,No,17,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,78.81,1354.41,No
CUST101362,Female,0,Yes,No,30,No,No phone service,Fiber optic,No,No,No,No,No,No,One year,No,Bank transfer,67.72,2049.62,No
CUST101363,Female,0,No,No,70,No,No phone service,DSL,No,No,No,Yes,No,No,One year,Yes,Electronic check,43.97,3045.01,No
CUST101364,Female,0,No,No,22,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,No,Bank transfer,86.96,1837.72,No
CUST101365,Male,1,Yes,Yes,68,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card,80.09,5446.81,No
CUST101366,Female,0,Yes,Yes,37,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Credit card,89.04,3418.91,No
CUST101367,Female,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,84.88,61.94,No
CUST101368,Female,0,Yes,No,60,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,89.88,5477.3,No
CUST101369,Male,0,Yes,Yes,4,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,52.91,180.43,No
CUST101370,Male,0,No,No,46,Yes,No,DSL,Yes,No,No,No,No,No,Two year,No,Electronic check,43.51,1851.48,No
CUST101371,Male,0,No,No,34,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,94.3,3164.46,No
CUST101372,Female,0,No,No,11,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,52.61,448.93,No
CUST101373,Female,0,Yes,No,38,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Bank transfer,80.42,3115.92,No
CUST101374,Female,0,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,30.04,664.47,No
CUST101375,Male,1,Yes,No,8,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,87.64,707.8,Yes
CUST101376,Male,0,Yes,Yes,40,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,No,Credit card,82.32,3232.82,No
CUST101377,Male,0,No,Yes,4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Credit card,96.39,335.82,No
CUST101378,Male,1,No,Yes,39,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer,67.53,2703.13,No
CUST101379,Male,0,Yes,No,17,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,90.73,1533.05,Yes
CUST101380,Male,0,Yes,No,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer,37.33,2237.49,No
CUST101381,Male,0,No,No,69,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,89.71,6182.61,No
CUST101382,Female,1,No,Yes,68,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Credit card,47.36,3188.96,No
CUST101383,Female,0,No,No,68,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,77.72,5221.29,No
CUST101384,Male,0,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,22.48,46.56,No
CUST101385,Female,1,Yes,No,37,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,81.48,3045.46,Yes
CUST101386,Female,0,Yes,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,26.45,473.79,No
CUST101387,Male,1,Yes,No,7,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer,76.49,627.05,No
CUST101388,Female,1,No,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer,36.67,1095.75,No
CUST101389,Male,1,No,No,31,No,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Mailed check,81.01,2475.42,No
CUST101390,Male,0,Yes,Yes,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,34.97,756.64,No
CUST101391,Female,0,No,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,36.29,372.52,No
CUST101392,Male,0,No,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,35.1,1141.18,No
CUST101393,Male,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,29.44,321.28,No
CUST101394,Male,0,Yes,No,3,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,76.67,318.71,Yes
CUST101395,Female,1,Yes,Yes,33,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer,83.83,2760.53,No
CUST101396,Male,0,Yes,No,5,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,83.52,364.77,No
CUST101397,Male,0,Yes,No,70,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer,94.66,6575.24,No
CUST101398,Male,0,Yes,No,61,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,72.98,4429.1,No
CUST101399,Female,0,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Bank transfer,77.88,5217.12,No
CUST101400,Female,0,Yes,No,8,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,94.43,847.54,No
CUST101401,Male,0,Yes,No,34,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,No,Credit card,72.7,2622.97,No
CUST101402,Female,0,No,No,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,32.54,1935.46,No
CUST101403,Female,0,No,No,42,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,66.94,2701.06,Yes
CUST101404,Female,0,Yes,No,23,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,87.5,1965.32,No
CUST101405,Female,0,No,Yes,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,26.83,1585.88,No
CUST101406,Female,0,Yes,No,23,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,93.68,2177.1,Yes
CUST101407,Female,0,Yes,No,71,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,96.99,6742.8,No
CUST101408,Male,1,No,No,8,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Electronic check,85.29,767.01,No
CUST101409,Female,0,Yes,No,51,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card,69.55,3475.28,No
CUST101410,Female,0,Yes,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,86.82,111.53,Yes
CUST101411,Female,0,Yes,No,66,Yes,No,DSL,No,No,No,Yes,No,No,Two year,Yes,Bank transfer,50.91,3350.4,No
CUST101412,Male,0,Yes,Yes,26,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,52.64,1315.35,No
CUST101413,Female,1,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,31.64,170.73,No
CUST101414,Male,0,Yes,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,29.57,1767.95,No
CUST101415,Male,0,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Mailed check,95.17,6585.67,No
CUST101416,Male,0,Yes,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,33.55,2290.62,No
CUST101417,Male,0,No,Yes,35,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Credit card,79.99,2870.2,No
CUST101418,Female,0,Yes,No,5,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,No,Mailed check,65.08,309.73,No
CUST101419,Male,0,No,No,17,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer,66.15,1139.39,No
CUST101420,Female,0,No,No,3,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,60.32,258.06,No
CUST101421,Male,0,Yes,No,4,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,No,Electronic check,60.98,227.26,No
CUST101422,Male,1,No,No,12,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card,26.15,294.25,Yes
CUST101423,Male,0,Yes,No,41,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer,81.3,3396.41,No
CUST101424,Male,1,Yes,No,56,No,No phone service,DSL,Yes,No,No,No,No,Yes,One year,No,Bank transfer,53.14,2964.11,No
CUST101425,Female,0,Yes,No,43,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer,87.53,3702.11,Yes
CUST101426,Male,0,Yes,No,15,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Electronic check,89.59,1343.73,No
CUST101427,Male,0,No,No,44,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card,112.81,4886.83,No
CUST101428,Male,0,No,No,17,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Mailed check,81.95,1387.93,No
CUST101429,Female,0,Yes,No,34,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Credit card,80.17,2803.37,No
CUST101430,Male,1,Yes,No,65,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer,77.02,4908.97,Yes
CUST101431,Female,0,No,No,10,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,95.94,956.0,No
CUST101432,Female,0,Yes,No,63,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,21.27,1387.87,No
CUST101433,Female,0,Yes,No,20,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card,83.09,1657.2,No
CUST101434,Male,0,No,No,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,41.41,2140.69,No
CUST101435,Female,0,No,No,19,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.73,360.59,No
CUST101436,Female,0,No,No,12,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer,58.56,734.12,No
CUST101437,Female,0,Yes,No,33,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,54.83,1920.36,No
CUST101438,Male,0,Yes,No,28,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,85.06,2423.2,No
CUST101439,Female,0,Yes,No,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,31.94,1180.64,No
CUST101440,Male,0,No,No,18,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card,70.12,1227.89,Yes
CUST101441,Male,0,Yes,No,71,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,74.25,5259.76,No
CUST101442,Male,0,Yes,No,49,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Credit card,82.46,4068.22,No
CUST101443,Male,0,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,31.06,1833.13,No
CUST101444,Female,0,No,Yes,57,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,71.41,4175.91,No
CUST101445,Female,0,No,Yes,53,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,79.79,4413.26,No
CUST101446,Female,1,No,No,11,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Mailed check,58.37,643.09,No
CUST101447,Male,0,Yes,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,32.18,1247.07,No
CUST101448,Male,0,No,Yes,65,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,84.65,5564.62,No
CUST101449,Male,1,Yes,No,7,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Mailed check,74.71,531.79,No
CUST101450,Female,0,Yes,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,40.05,1415.37,No
CUST101451,Female,0,Yes,No,14,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer,98.91,1382.4,No
CUST101452,Female,1,Yes,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,30.34,1836.0,No
CUST101453,Female,1,Yes,No,68,Yes,No,DSL,No,No,Yes,No,No,No,One year,No,Bank transfer,54.97,3680.83,No
CUST101454,Female,0,No,No,4,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card,57.97,265.65,No
CUST101455,Male,0,Yes,No,58,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer,99.01,5768.48,No
CUST101456,Female,0,Yes,No,26,Yes,No,DSL,No,No,No,Yes,No,No,Two year,Yes,Credit card,48.47,1292.83,No
CUST101457,Male,1,No,Yes,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card,29.01,2093.81,No
CUST101458,Female,1,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Credit card,76.78,227.62,No
CUST101459,Female,0,Yes,No,14,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,No,Electronic check,69.47,882.26,No
CUST101460,Male,0,No,Yes,52,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,75.09,3968.84,No
CUST101461,Male,0,Yes,No,57,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,79.84,4565.99,No
CUST101462,Female,0,Yes,Yes,6,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,78.33,454.81,No
CUST101463,Female,0,No,No,12,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,60.54,749.47,Yes
CUST101464,Female,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,30.97,793.69,No
CUST101465,Male,0,Yes,No,3,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer,82.13,254.45,No
CUST101466,Female,0,Yes,No,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,36.37,1932.42,No
CUST101467,Male,0,Yes,No,49,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Mailed check,73.63,3619.22,No
CUST101468,Female,0,Yes,No,54,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Credit card,79.72,4289.11,No
CUST101469,Male,0,No,Yes,34,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer,75.11,2581.53,No
CUST101470,Female,0,No,No,47,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card,68.48,3214.41,No
CUST101471,Male,1,No,No,42,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,58.57,2630.2,No
CUST101472,Male,0,Yes,Yes,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card,24.51,1209.71,No
CUST101473,Female,0,No,Yes,33,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,65.78,2048.76,No
CUST101474,Female,0,Yes,No,47,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card,84.7,3973.13,No
CUST101475,Male,0,Yes,Yes,47,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,93.71,4368.82,No
CUST101476,Female,0,Yes,No,47,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.32,4026.71,No
CUST101477,Female,0,Yes,Yes,63,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,88.87,5562.87,No
CUST101478,Female,0,No,No,26,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer,87.95,2337.45,No
CUST101479,Female,0,No,No,64,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Credit card,86.77,5552.22,No
CUST101480,Female,0,No,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,36.73,138.54,Yes
CUST101481,Female,0,No,No,36,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Bank transfer,87.85,3280.45,No
CUST101482,Female,0,No,Yes,32,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,No,Electronic check,79.19,2539.49,Yes
CUST101483,Female,0,No,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,30.62,1822.4,No
CUST101484,Female,0,No,No,4,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,58.91,197.26,No
CUST101485,Female,0,No,No,16,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,One year,No,Credit card,57.57,810.93,No
CUST101486,Male,0,No,No,34,No,No phone service,DSL,No,Yes,No,No,No,No,One year,Yes,Bank transfer,42.04,1382.2,No
CUST101487,Female,0,Yes,Yes,59,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,No,Mailed check,85.36,4755.09,No
CUST101488,Female,0,No,No,34,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,No,Mailed check,105.54,3655.47,No
CUST101489,Female,1,Yes,No,47,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer,77.54,3525.63,Yes
CUST101490,Male,1,Yes,Yes,13,No,No phone service,DSL,Yes,Yes,No,No,No,No,Two year,No,Credit card,43.57,624.11,No
CUST101491,Female,1,No,No,68,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer,59.22,3975.65,No
CUST101492,Female,0,Yes,Yes,57,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card,92.91,5274.21,No
CUST101493,Female,0,Yes,No,4,Yes,No,DSL,No,No,Yes,No,No,No,Two year,Yes,Credit card,49.21,326.97,No
CUST101494,Female,0,Yes,No,51,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Electronic check,81.27,4119.75,No
